区站号,纬度,经度,观测场拔海高度,年,月,日照时数
53663.0,38.55,111.49,1401.0,2017.0,9.0,7.683333333333334
53664.0,38.28,111.08,1012.6,2017.0,9.0,8.076666666666666
53665.0,38.17,111.39,1185.1000000000001,2017.0,9.0,8.090000000000002
53666.0,38.21,111.56,1212.2,2017.0,9.0,6.973333333333334
53669.0,38.05,111.48,1150.3,2017.0,9.0,7.8500000000000005
53673.0,38.44,112.43,828.2,2017.0,9.0,7.153333333333333
53674.0,38.24,112.42,869.9000000000001,2017.0,9.0,6.556666666666667
53676.0,38.3,112.59,759.4000000000001,2017.0,9.0,6.576666666666667
53677.0,37.56,112.29,806.5,2017.0,9.0,7.08
53678.0,38.04,112.39,897.1,2017.0,9.0,7.216666666666668
53679.0,37.45,112.33,776.2,2017.0,9.0,7.300000000000001
53680.0,38.18,114.23,108.9,2017.0,9.0,6.893333333333334
53681.0,38.5,113.22,1096.2,2017.0,9.0,8.043333333333335
53682.0,38.38,114.41,104.10000000000001,2017.0,9.0,7.383333333333333
53685.0,38.04,113.25,953.2,2017.0,9.0,7.716666666666668
53687.0,37.47,113.38,753.0,2017.0,9.0,7.21
53688.0,38.25,114.33,100.30000000000001,2017.0,9.0,6.823333333333334
53689.0,38.01,115.04,42.400000000000006,2017.0,9.0,7.146666666666667
53690.0,38.51,114.11,281.90000000000003,2017.0,9.0,8.296666666666667
53691.0,38.09,114.34,71.0,2017.0,9.0,7.246666666666667
53692.0,38.44,114.59,66.5,2017.0,9.0,7.113333333333334
53693.0,38.02,114.08,255.5,2017.0,9.0,5.286666666666667
53694.0,38.16,114.13,131.0,2017.0,9.0,7.463333333333335
53695.0,38.21,114.41,70.8,2017.0,9.0,7.586666666666666
53696.0,38.33,115.01,41.900000000000006,2017.0,9.0,7.32
53697.0,38.02,114.5,53.5,2017.0,9.0,7.053333333333334
53698.0,38.04,114.21,103.60000000000001,2017.0,9.0,6.32
53699.0,38.11,114.57,45.400000000000006,2017.0,9.0,7.920000000000001
53704.0,37.32,105.11,1225.7,2017.0,9.0,7.943333333333334
53705.0,37.29,105.41,1183.4,2017.0,9.0,7.566666666666667
53707.0,36.56,105.15,1697.9,2017.0,9.0,6.586666666666666
53723.0,37.48,107.23,1349.3000000000002,2017.0,9.0,7.81
53725.0,37.35,107.35,1360.3000000000002,2017.0,9.0,6.73
53727.0,37.1,107.07,1712.5,2017.0,9.0,6.906666666666666
53730.0,38.11,107.29,1333.3000000000002,2017.0,9.0,8.356666666666667
53732.0,37.51,108.43,1209.9,2017.0,9.0,7.6000000000000005
53735.0,37.37,108.48,1336.7,2017.0,9.0,7.56
53738.0,36.55,108.1,1331.4,2017.0,9.0,5.546666666666667
53740.0,37.56,109.14,1111.0,2017.0,9.0,6.976666666666667
53748.0,37.11,109.42,1063.3,2017.0,9.0,6.153333333333333
53750.0,37.46,110.11,931.0,2017.0,9.0,6.5200000000000005
53751.0,37.36,110.03,894.6,2017.0,9.0,6.91
53753.0,37.26,110.53,860.1,2017.0,9.0,7.090000000000001
53754.0,37.3,110.13,929.7,2017.0,9.0,6.720000000000001
53756.0,37.31,110.43,744.0,2017.0,9.0,6.506666666666667
53757.0,37.07,110.07,938.0,2017.0,9.0,6.050000000000001
53759.0,36.59,110.5,1109.1000000000001,2017.0,9.0,7.333333333333333
53760.0,37.53,111.14,1212.4,2017.0,9.0,8.353333333333333
53763.0,37.55,112.1,1006.8000000000001,2017.0,9.0,7.120000000000001
53764.0,37.3,111.06,950.8000000000001,2017.0,9.0,7.646666666666667
53767.0,37.2,111.1,1213.1000000000001,2017.0,9.0,7.063333333333334
53768.0,37.09,111.45,773.4000000000001,2017.0,9.0,7.283333333333333
53769.0,37.15,111.47,747.7,2017.0,9.0,6.443333333333334
53770.0,37.21,112.21,768.8000000000001,2017.0,9.0,7.1866666666666665
53771.0,37.25,112.03,750.0,2017.0,9.0,6.476666666666667
53772.0,37.37,112.35,776.3000000000001,2017.0,9.0,7.3500000000000005
53773.0,36.2,114.37,64.60000000000001,2017.0,9.0,5.073333333333334
53774.0,37.35,112.22,759.9000000000001,2017.0,9.0,6.550000000000001
53775.0,37.25,112.36,785.8000000000001,2017.0,9.0,7.833333333333333
53776.0,37.41,112.46,831.2,2017.0,9.0,7.223333333333334
53777.0,37.31,112.09,753.6,2017.0,9.0,8.023333333333333
53778.0,37.1,112.13,780.3000000000001,2017.0,9.0,6.543333333333334
53780.0,37.54,113.09,1066.1000000000001,2017.0,9.0,7.943333333333334
53781.0,36.52,114.28,67.9,2017.0,9.0,5.196666666666667
53782.0,37.56,113.37,767.2,2017.0,9.0,7.413333333333334
53783.0,37.36,113.43,940.3000000000001,2017.0,9.0,6.506666666666667
53784.0,37.45,114.47,38.5,2017.0,9.0,4.523333333333333
53785.0,37.31,114.4,35.0,2017.0,9.0,7.076666666666667
53786.0,37.05,113.2,1152.5,2017.0,9.0,6.670000000000001
53787.0,37.04,112.59,1041.4,2017.0,9.0,5.970000000000001
53788.0,37.2,113.34,1265.7,2017.0,9.0,6.7633333333333345
53789.0,37.53,114.38,52.900000000000006,2017.0,9.0,8.506666666666666
53790.0,37.38,114.36,44.5,2017.0,9.0,6.263333333333334
53791.0,37.48,114.3,68.4,2017.0,9.0,5.453333333333333
53792.0,37.27,114.29,113.0,2017.0,9.0,6.1033333333333335
53794.0,37.21,114.45,33.1,2017.0,9.0,5.78
53795.0,37.39,114.24,159.3,2017.0,9.0,5.720000000000001
53796.0,37.37,114.53,30.6,2017.0,9.0,7.296666666666667
53797.0,37.17,114.23,163.60000000000002,2017.0,9.0,5.206666666666667
53798.0,37.11,114.22,183.0,2017.0,9.0,5.536666666666667
53799.0,37.14,115.0,25.900000000000002,2017.0,9.0,6.1033333333333335
53806.0,36.34,105.39,1854.2,2017.0,9.0,5.383333333333334
53810.0,36.58,105.54,1339.3000000000002,2017.0,9.0,7.359999999999999
53817.0,36.0,106.16,1753.0,2017.0,9.0,5.116666666666667
53821.0,36.34,107.18,1255.6000000000001,2017.0,9.0,5.356666666666667
53829.0,35.59,107.54,1093.7,2017.0,9.0,4.613333333333333
53832.0,36.46,108.46,1218.8,2017.0,9.0,6.176666666666667
53841.0,36.53,109.19,1068.3,2017.0,9.0,6.236666666666667
53845.0,36.35,109.27,1180.5,2017.0,9.0,5.773333333333333
53848.0,36.16,109.21,1005.5,2017.0,9.0,3.5200000000000005
53850.0,36.53,110.11,804.9000000000001,2017.0,9.0,5.706666666666667
53852.0,36.46,110.38,916.6,2017.0,9.0,6.243333333333333
53853.0,36.42,110.57,1052.7,2017.0,9.0,4.510000000000001
53854.0,36.35,110.04,804.8000000000001,2017.0,9.0,5.516666666666667
53856.0,36.28,110.45,765.9000000000001,2017.0,9.0,5.91
53857.0,36.04,110.11,840.3000000000001,2017.0,9.0,4.63
53859.0,36.06,110.4,851.3000000000001,2017.0,9.0,5.413333333333334
53860.0,36.59,111.1,1406.7,2017.0,9.0,6.573333333333334
53861.0,35.53,111.23,463.5,2017.0,9.0,4.1866666666666665
53862.0,36.51,111.48,811.7,2017.0,9.0,5.18
53863.0,37.04,111.57,746.0,2017.0,9.0,4.573333333333333
53864.0,36.24,111.06,1030.6000000000001,2017.0,9.0,6.540000000000001
53865.0,36.39,111.33,1011.9000000000001,2017.0,9.0,6.6000000000000005
53866.0,36.14,111.4,462.8,2017.0,9.0,5.826666666666667
53868.0,36.04,111.3,449.5,2017.0,9.0,5.403333333333333
53869.0,36.35,111.42,550.0,2017.0,9.0,6.293333333333333
53871.0,36.51,112.52,1080.3,2017.0,9.0,5.95
53872.0,36.46,112.41,960.7,2017.0,9.0,5.766666666666667
53873.0,36.06,112.52,951.1,2017.0,9.0,5.213333333333334
53874.0,36.15,111.54,648.7,2017.0,9.0,4.736666666666667
53875.0,36.31,112.21,1000.0,2017.0,9.0,5.796666666666667
53877.0,36.1,112.15,860.1,2017.0,9.0,4.946666666666667
53878.0,36.31,113.23,767.9000000000001,2017.0,9.0,6.023333333333333
53879.0,36.19,112.53,952.3000000000001,2017.0,9.0,5.646666666666667
53880.0,36.2,113.14,947.6,2017.0,9.0,5.23
53881.0,37.17,106.29,1382.2,2017.0,9.0,7.283333333333333
53882.0,36.04,113.02,1046.9,2017.0,9.0,5.646666666666667
53883.0,37.08,114.42,36.5,2017.0,9.0,6.536666666666666
53884.0,36.31,113.02,877.9000000000001,2017.0,9.0,5.08
53885.0,36.07,113.12,1122.0,2017.0,9.0,6.746666666666667
53886.0,36.34,113.4,470.40000000000003,2017.0,9.0,7.203333333333333
53888.0,36.12,113.26,1089.2,2017.0,9.0,6.723333333333334
53889.0,36.04,113.52,414.40000000000003,2017.0,9.0,6.220000000000001
53890.0,36.4,114.06,280.1,2017.0,9.0,6.11
53891.0,37.01,114.41,43.0,2017.0,9.0,5.993333333333333
53892.0,36.37,114.28,66.60000000000001,2017.0,9.0,7.1033333333333335
53893.0,36.47,115.0,37.9,2017.0,9.0,6.623333333333334
53894.0,36.24,114.12,149.3,2017.0,9.0,6.723333333333334
53895.0,36.45,114.27,111.2,2017.0,9.0,7.306666666666667
53896.0,36.2,114.57,51.6,2017.0,9.0,6.0566666666666675
53897.0,36.24,114.21,87.4,2017.0,9.0,4.753333333333333
53898.0,36.03,114.08,194.8,2017.0,9.0,4.883333333333334
53899.0,36.29,114.58,48.5,2017.0,9.0,7.41
53903.0,35.58,105.43,1916.5,2017.0,9.0,4.33
53906.0,35.31,105.43,1656.4,2017.0,9.0,4.13
53908.0,35.13,105.14,1769.8000000000002,2017.0,9.0,3.923333333333334
53910.0,35.4,106.12,2841.2000000000003,2017.0,9.0,4.203333333333333
53913.0,35.51,106.38,1478.8000000000002,2017.0,9.0,4.506666666666667
53914.0,35.37,106.07,2078.6,2017.0,9.0,4.543333333333333
53915.0,35.32,106.4,1467.6000000000001,2017.0,9.0,4.93
53916.0,35.3,106.19,1948.6000000000001,2017.0,9.0,4.736666666666667
53917.0,35.13,106.04,1631.0,2017.0,9.0,3.8733333333333335
53923.0,35.44,107.38,1421.0,2017.0,9.0,4.420000000000001
53924.0,35.04,107.37,966.6,2017.0,9.0,3.44
53925.0,35.41,107.11,1172.5,2017.0,9.0,3.3733333333333335
53926.0,35.21,107.21,1028.8,2017.0,9.0,3.953333333333333
53927.0,35.12,106.37,1477.6000000000001,2017.0,9.0,4.573333333333333
53928.0,35.18,107.01,1149.1000000000001,2017.0,9.0,4.14
53929.0,35.12,107.48,1206.5,2017.0,9.0,3.626666666666667
53930.0,36.27,107.59,1420.0,2017.0,9.0,5.266666666666667
53931.0,36.0,109.22,984.0,2017.0,9.0,4.07
53934.0,35.47,107.59,1274.3000000000002,2017.0,9.0,4.346666666666667
53935.0,35.29,108.24,1481.9,2017.0,9.0,5.113333333333333
53937.0,35.32,107.53,1135.3,2017.0,9.0,2.9433333333333334
53938.0,35.1,108.18,1277.0,2017.0,9.0,4.03
53941.0,35.11,109.35,804.4000000000001,2017.0,9.0,5.073333333333334
53942.0,35.46,109.25,1155.9,2017.0,9.0,4.993333333333333
53944.0,35.34,109.15,863.0,2017.0,9.0,3.233333333333334
53945.0,35.26,109.04,1395.2,2017.0,9.0,4.0566666666666675
53946.0,35.36,109.49,1091.0,2017.0,9.0,4.916666666666667
53947.0,35.05,109.04,978.9000000000001,2017.0,9.0,4.0633333333333335
53948.0,34.57,109.35,499.20000000000005,2017.0,9.0,4.68
53949.0,35.11,109.55,679.1,2017.0,9.0,4.376666666666667
53950.0,35.14,110.09,708.8000000000001,2017.0,9.0,4.3100000000000005
53953.0,35.57,110.51,1290.0,2017.0,9.0,5.126666666666667
53954.0,35.37,110.58,433.5,2017.0,9.0,4.633333333333334
53955.0,35.28,110.27,458.1,2017.0,9.0,6.183333333333334
53956.0,35.24,110.5,588.4,2017.0,9.0,4.39
53957.0,35.37,110.43,459.20000000000005,2017.0,9.0,4.993333333333333
53958.0,35.1,110.47,435.6,2017.0,9.0,4.036666666666667
53959.0,35.07,111.04,375.0,2017.0,9.0,4.03
53961.0,35.39,111.29,472.6,2017.0,9.0,4.75
53962.0,35.44,111.42,584.5,2017.0,9.0,5.506666666666668
53963.0,35.39,111.22,433.8,2017.0,9.0,5.18
53964.0,35.37,111.13,430.8,2017.0,9.0,4.906666666666667
53965.0,35.31,111.34,761.0,2017.0,9.0,4.55
53966.0,35.59,111.5,817.2,2017.0,9.0,5.526666666666667
53967.0,35.2,111.12,468.3,2017.0,9.0,4.15
53968.0,35.17,111.4,505.0,2017.0,9.0,5.223333333333334
53970.0,35.42,112.12,887.3000000000001,2017.0,9.0,5.79
53972.0,35.03,112.54,117.5,2017.0,9.0,4.386666666666667
53973.0,35.46,112.57,837.3000000000001,2017.0,9.0,6.0600000000000005
53974.0,35.37,114.14,70.4,2017.0,9.0,5.3533333333333335
53975.0,35.29,112.24,659.5,2017.0,9.0,5.57
53976.0,35.3,112.52,752.6,2017.0,9.0,4.84
53978.0,35.05,112.38,140.1,2017.0,9.0,5.5
53979.0,35.09,113.05,120.0,2017.0,9.0,5.3533333333333335
53980.0,36.33,114.48,50.2,2017.0,9.0,6.706666666666667
53981.0,35.47,113.16,1311.6000000000001,2017.0,9.0,5.936666666666667
53982.0,35.14,113.16,112.0,2017.0,9.0,6.503333333333334
53983.0,35.02,114.25,69.60000000000001,2017.0,9.0,4.890000000000001
53984.0,35.14,113.28,82.7,2017.0,9.0,6.083333333333334
53985.0,35.3,113.49,140.70000000000002,2017.0,9.0,4.726666666666667
53986.0,35.19,113.53,73.2,2017.0,9.0,5.796666666666667
53987.0,35.06,113.21,94.5,2017.0,9.0,5.626666666666667
53988.0,35.16,113.4,77.60000000000001,2017.0,9.0,6.1033333333333335
53989.0,35.05,113.59,75.9,2017.0,9.0,5.286666666666667
53990.0,35.43,114.19,79.7,2017.0,9.0,
53991.0,35.55,114.2,93.0,2017.0,9.0,5.083333333333334
53992.0,35.39,114.31,58.2,2017.0,9.0,5.25
53993.0,35.56,114.55,51.6,2017.0,9.0,5.403333333333333
53994.0,35.23,114.04,70.0,2017.0,9.0,5.1033333333333335
53995.0,35.33,114.3,62.5,2017.0,9.0,5.7
53996.0,36.27,114.39,57.900000000000006,2017.0,9.0,5.510000000000001
53997.0,35.09,114.11,71.10000000000001,2017.0,9.0,5.113333333333333
53998.0,35.12,114.39,61.6,2017.0,9.0,5.726666666666667
54012.0,44.34,117.38,1001.7,2017.0,9.0,8.893333333333334
54024.0,44.27,119.18,710.0,2017.0,9.0,8.556666666666667
54026.0,44.34,120.54,265.0,2017.0,9.0,8.23
54027.0,43.59,119.24,486.20000000000005,2017.0,9.0,8.24
54031.0,44.54,121.49,198.3,2017.0,9.0,7.836666666666666
54039.0,44.02,122.01,181.60000000000002,2017.0,9.0,8.18
54041.0,44.48,123.04,150.0,2017.0,9.0,7.913333333333334
54047.0,44.08,123.17,145.8,2017.0,9.0,8.51
54049.0,44.15,123.58,188.9,2017.0,9.0,7.816666666666667
54063.0,44.58,126.0,196.8,2017.0,9.0,7.063333333333334
54064.0,44.23,125.09,170.20000000000002,2017.0,9.0,7.403333333333333
54065.0,44.32,125.39,169.10000000000002,2017.0,9.0,7.863333333333334
54069.0,44.07,125.48,173.60000000000002,2017.0,9.0,7.953333333333333
54072.0,44.51,126.31,196.5,2017.0,9.0,7.393333333333334
54076.0,44.23,126.56,268.1,2017.0,9.0,6.816666666666667
54080.0,44.54,127.09,194.60000000000002,2017.0,9.0,7.0133333333333345
54092.0,44.36,129.24,292.1,2017.0,9.0,7.256666666666667
54093.0,44.56,130.33,266.3,2017.0,9.0,7.976666666666667
54094.0,44.3,129.4,305.7,2017.0,9.0,6.986666666666666
54096.0,44.24,131.11,567.8000000000001,2017.0,9.0,8.4
54098.0,44.2,129.28,267.90000000000003,2017.0,9.0,7.5200000000000005
54099.0,44.05,131.08,148.6,2017.0,9.0,7.7666666666666675
54102.0,43.57,116.07,1003.0,2017.0,9.0,9.586666666666666
54113.0,43.32,118.39,621.4000000000001,2017.0,9.0,8.55
54115.0,43.38,118.02,825.0,2017.0,9.0,9.463333333333335
54117.0,43.15,117.32,1003.3000000000001,2017.0,9.0,9.183333333333334
54122.0,43.52,120.02,428.90000000000003,2017.0,9.0,8.986666666666666
54132.0,42.24,121.04,400.0,2017.0,9.0,7.65
54134.0,43.36,121.17,241.0,2017.0,9.0,7.5133333333333345
54135.0,43.36,122.16,178.70000000000002,2017.0,9.0,8.283333333333333
54142.0,43.3,123.32,114.9,2017.0,9.0,8.553333333333333
54154.0,43.21,124.18,160.20000000000002,2017.0,9.0,7.5200000000000005
54155.0,43.4,124.14,144.20000000000002,2017.0,9.0,8.39
54156.0,43.31,124.48,200.4,2017.0,9.0,8.973333333333334
54157.0,43.07,124.23,179.5,2017.0,9.0,7.296666666666667
54161.0,43.54,125.13,236.8,2017.0,9.0,8.55
54164.0,43.21,125.17,248.10000000000002,2017.0,9.0,8.396666666666667
54165.0,43.33,125.38,219.5,2017.0,9.0,7.983333333333333
54169.0,43.18,126.01,271.6,2017.0,9.0,7.206666666666667
54171.0,43.42,126.31,229.5,2017.0,9.0,7.026666666666667
54172.0,43.52,126.32,290.3,2017.0,9.0,6.946666666666667
54175.0,43.25,126.37,537.0,2017.0,9.0,6.7666666666666675
54181.0,43.42,127.2,295.0,2017.0,9.0,6.956666666666667
54186.0,43.22,128.12,524.9,2017.0,9.0,7.283333333333333
54187.0,43.07,128.55,366.6,2017.0,9.0,6.45
54192.0,43.42,130.16,384.6,2017.0,9.0,6.826666666666667
54195.0,43.18,129.47,244.8,2017.0,9.0,6.293333333333333
54204.0,42.18,115.0,1346.3000000000002,2017.0,9.0,7.65
54205.0,42.14,116.0,1315.5,2017.0,9.0,9.193333333333333
54208.0,42.12,116.28,1245.4,2017.0,9.0,8.926666666666668
54213.0,42.56,119.01,634.3000000000001,2017.0,9.0,9.56
54214.0,42.35,118.25,960.0,2017.0,9.0,9.436666666666666
54218.0,42.18,118.5,668.6,2017.0,9.0,9.446666666666667
54223.0,42.51,120.39,362.90000000000003,2017.0,9.0,8.22
54225.0,42.18,119.57,579.4,2017.0,9.0,8.956666666666667
54226.0,42.2,120.42,400.5,2017.0,9.0,8.770000000000001
54231.0,42.55,122.22,256.90000000000003,2017.0,9.0,8.106666666666667
54234.0,42.44,121.45,297.8,2017.0,9.0,6.15
54236.0,42.23,122.33,79.4,2017.0,9.0,7.953333333333333
54237.0,42.04,121.45,167.8,2017.0,9.0,8.046666666666667
54243.0,42.47,124.06,165.10000000000002,2017.0,9.0,7.946666666666667
54244.0,42.44,123.21,118.60000000000001,2017.0,9.0,8.046666666666667
54245.0,42.3,123.24,97.80000000000001,2017.0,9.0,7.470000000000001
54248.0,42.02,123.32,61.6,2017.0,9.0,7.156666666666666
54249.0,42.18,123.52,85.4,2017.0,9.0,6.48
54252.0,42.44,124.44,196.10000000000002,2017.0,9.0,7.416666666666668
54254.0,42.32,124.03,98.2,2017.0,9.0,8.453333333333333
54259.0,42.04,124.52,224.0,2017.0,9.0,6.716666666666668
54260.0,42.55,125.05,252.9,2017.0,9.0,7.836666666666666
54261.0,42.4,125.28,345.3,2017.0,9.0,8.423333333333334
54263.0,42.58,126.05,351.20000000000005,2017.0,9.0,7.543333333333334
54266.0,42.32,125.38,340.5,2017.0,9.0,7.2666666666666675
54267.0,42.15,125.44,362.3,2017.0,9.0,6.886666666666667
54273.0,42.59,126.45,263.3,2017.0,9.0,7.633333333333333
54274.0,42.41,125.59,306.7,2017.0,9.0,8.323333333333334
54276.0,42.24,126.48,570.0,2017.0,9.0,6.896666666666667
54279.0,42.03,126.35,544.4,2017.0,9.0,6.496666666666667
54284.0,42.09,127.3,774.2,2017.0,9.0,7.326666666666667
54285.0,42.24,128.07,731.7,2017.0,9.0,6.833333333333333
54286.0,42.32,129.0,475.6,2017.0,9.0,7.423333333333334
54287.0,42.01,128.05,2623.0,2017.0,9.0,6.913333333333334
54290.0,42.46,129.24,241.10000000000002,2017.0,9.0,8.103333333333333
54291.0,42.54,130.17,36.5,2017.0,9.0,7.456666666666667
54292.0,42.52,129.3,257.3,2017.0,9.0,8.403333333333334
54293.0,42.57,129.5,142.8,2017.0,9.0,7.393333333333334
54301.0,41.4,115.39,1411.2,2017.0,9.0,9.540000000000001
54304.0,40.57,115.16,1239.8000000000002,2017.0,9.0,9.28
54305.0,41.53,115.16,1468.9,2017.0,9.0,9.23
54308.0,41.12,116.38,735.1,2017.0,9.0,8.473333333333334
54311.0,41.58,117.46,892.7,2017.0,9.0,8.036666666666667
54313.0,41.56,118.42,733.7,2017.0,9.0,9.003333333333334
54316.0,41.31,118.45,679.3000000000001,2017.0,9.0,9.656666666666666
54318.0,41.19,117.44,561.6,2017.0,9.0,7.563333333333334
54319.0,41.0,118.4,502.3,2017.0,9.0,8.25
54320.0,41.36,119.18,544.2,2017.0,9.0,8.58
54321.0,41.54,119.43,661.8000000000001,2017.0,9.0,8.6
54323.0,41.49,120.47,253.8,2017.0,9.0,6.786666666666666
54324.0,41.33,120.26,174.3,2017.0,9.0,7.523333333333333
54325.0,41.11,120.22,183.8,2017.0,9.0,7.440000000000001
54326.0,41.25,119.37,462.20000000000005,2017.0,9.0,7.73
54327.0,41.15,119.23,417.1,2017.0,9.0,8.726666666666667
54328.0,41.07,119.46,341.0,2017.0,9.0,8.116666666666667
54330.0,41.08,121.2,45.2,2017.0,9.0,7.843333333333334
54331.0,41.36,121.46,113.60000000000001,2017.0,9.0,7.78
54332.0,41.31,122.42,12.200000000000001,2017.0,9.0,7.98
54333.0,41.58,122.51,30.900000000000002,2017.0,9.0,8.0
54334.0,41.31,121.15,74.2,2017.0,9.0,8.133333333333333
54335.0,41.41,122.05,37.5,2017.0,9.0,8.076666666666666
54336.0,41.25,122.26,8.3,2017.0,9.0,7.226666666666667
54337.0,41.08,121.07,65.9,2017.0,9.0,8.35
54338.0,41.16,122.02,4.800000000000001,2017.0,9.0,7.243333333333334
54339.0,41.05,123.0,77.30000000000001,2017.0,9.0,7.633333333333333
54340.0,41.4,123.19,35.800000000000004,2017.0,9.0,7.490000000000001
54342.0,41.44,123.31,49.0,2017.0,9.0,6.916666666666668
54345.0,41.12,123.04,30.700000000000003,2017.0,9.0,7.886666666666667
54346.0,41.18,123.47,185.4,2017.0,9.0,8.68
54347.0,41.15,123.11,24.8,2017.0,9.0,7.613333333333334
54348.0,41.25,123.22,45.0,2017.0,9.0,8.063333333333334
54349.0,41.18,124.08,258.90000000000003,2017.0,9.0,7.973333333333334
54351.0,41.55,124.04,118.5,2017.0,9.0,7.31
54353.0,41.43,125.02,328.40000000000003,2017.0,9.0,7.433333333333334
54362.0,41.4,125.44,380.1,2017.0,9.0,6.506666666666667
54363.0,41.41,125.54,402.90000000000003,2017.0,9.0,6.823333333333334
54365.0,41.17,125.21,245.5,2017.0,9.0,7.8533333333333335
54371.0,41.56,126.26,520.6,2017.0,9.0,7.633333333333333
54374.0,41.48,126.53,379.70000000000005,2017.0,9.0,7.13
54377.0,41.09,126.13,225.10000000000002,2017.0,9.0,7.086666666666666
54386.0,41.25,128.11,775.0,2017.0,9.0,8.886666666666667
54398.0,40.08,116.37,28.6,2017.0,9.0,7.68
54399.0,39.59,116.17,45.800000000000004,2017.0,9.0,6.3133333333333335
54401.0,40.46,114.55,772.8000000000001,2017.0,9.0,8.643333333333334
54404.0,40.53,115.5,867.6,2017.0,9.0,9.183333333333334
54405.0,40.25,115.3,570.9,2017.0,9.0,9.966666666666669
54406.0,40.27,115.58,487.90000000000003,2017.0,9.0,8.366666666666667
54408.0,40.23,115.13,529.6,2017.0,9.0,8.946666666666667
54410.0,40.36,116.08,1224.7,2017.0,9.0,8.303333333333333
54412.0,40.44,116.38,331.6,2017.0,9.0,7.846666666666668
54416.0,40.23,116.52,71.8,2017.0,9.0,6.373333333333334
54419.0,40.22,116.38,75.7,2017.0,9.0,5.926666666666667
54420.0,40.56,117.2,529.0,2017.0,9.0,7.586666666666666
54421.0,40.39,117.07,293.3,2017.0,9.0,7.82
54423.0,40.58,117.55,422.3,2017.0,9.0,7.526666666666667
54424.0,40.1,117.07,32.1,2017.0,9.0,7.340000000000001
54425.0,40.24,117.28,633.2,2017.0,9.0,7.983333333333333
54428.0,40.03,117.27,32.0,2017.0,9.0,7.716666666666668
54429.0,40.12,117.57,54.900000000000006,2017.0,9.0,7.183333333333334
54430.0,40.47,118.13,330.0,2017.0,9.0,7.6866666666666665
54431.0,39.51,116.45,19.8,2017.0,9.0,7.71
54432.0,40.37,118.28,369.3,2017.0,9.0,7.3500000000000005
54433.0,39.57,116.3,35.300000000000004,2017.0,9.0,7.26
54434.0,40.1,118.2,131.6,2017.0,9.0,7.076666666666667
54436.0,40.25,118.57,254.3,2017.0,9.0,8.376666666666667
54437.0,39.3,118.37,18.3,2017.0,9.0,7.973333333333334
54438.0,39.53,118.53,65.0,2017.0,9.0,8.026666666666667
54439.0,40.01,118.43,50.900000000000006,2017.0,9.0,7.73
54449.0,39.51,119.31,2.4000000000000004,2017.0,9.0,7.21
54452.0,40.48,119.48,367.0,2017.0,9.0,7.653333333333333
54453.0,40.52,120.58,38.900000000000006,2017.0,9.0,7.826666666666667
54454.0,40.2,120.18,29.0,2017.0,9.0,6.34
54455.0,40.37,120.39,20.5,2017.0,9.0,8.590000000000002
54470.0,41.01,122.03,5.5,2017.0,9.0,5.653333333333333
54471.0,40.4,122.1,3.8000000000000003,2017.0,9.0,7.170000000000001
54472.0,40.53,122.45,25.3,2017.0,9.0,7.2633333333333345
54474.0,40.25,122.21,24.8,2017.0,9.0,7.496666666666667
54475.0,40.34,122.27,11.5,2017.0,9.0,7.913333333333334
54476.0,40.11,122.09,20.400000000000002,2017.0,9.0,8.746666666666668
54483.0,40.52,123.54,233.60000000000002,2017.0,9.0,7.626666666666667
54486.0,40.2,123.17,97.7,2017.0,9.0,6.096666666666668
54493.0,40.43,124.47,260.1,2017.0,9.0,7.226666666666667
54494.0,40.28,124.03,72.60000000000001,2017.0,9.0,7.246666666666667
54497.0,40.02,124.2,13.8,2017.0,9.0,6.336666666666667
54499.0,40.13,116.13,76.2,2017.0,9.0,7.623333333333334
54501.0,39.58,115.41,440.3,2017.0,9.0,8.516666666666667
54502.0,39.29,116.02,29.3,2017.0,9.0,7.359999999999999
54503.0,39.04,115.49,12.8,2017.0,9.0,7.203333333333333
54505.0,39.53,116.09,85.5,2017.0,9.0,7.609999999999999
54506.0,39.19,115.57,24.6,2017.0,9.0,6.790000000000001
54507.0,39.2,115.31,49.300000000000004,2017.0,9.0,5.283333333333334
54510.0,39.55,116.57,18.3,2017.0,9.0,8.846666666666668
54511.0,39.48,116.28,31.3,2017.0,9.0,7.140000000000001
54512.0,39.25,116.17,21.400000000000002,2017.0,9.0,7.1866666666666665
54513.0,39.57,116.12,63.0,2017.0,9.0,7.073333333333334
54514.0,39.52,116.15,55.2,2017.0,9.0,7.78
54515.0,39.3,116.42,13.700000000000001,2017.0,9.0,8.173333333333334
54517.0,39.04,117.12,2.2,2017.0,9.0,
54518.0,39.1,116.24,8.9,2017.0,9.0,7.88
54519.0,39.18,116.29,12.200000000000001,2017.0,9.0,6.443333333333334
54520.0,39.58,117.05,18.1,2017.0,9.0,6.6866666666666665
54521.0,39.42,116.59,9.4,2017.0,9.0,8.773333333333333
54522.0,39.53,117.44,14.4,2017.0,9.0,6.816666666666667
54523.0,39.26,117.04,8.200000000000001,2017.0,9.0,7.083333333333333
54525.0,39.44,117.17,5.1000000000000005,2017.0,9.0,8.4
54526.0,39.05,117.2,1.9000000000000001,2017.0,9.0,8.893333333333334
54527.0,39.05,117.03,3.5,2017.0,9.0,7.926666666666667
54528.0,39.14,117.08,3.4000000000000004,2017.0,9.0,8.43
