区站号,纬度,经度,观测场拔海高度,年,月,平均气温
53599.0,39.22,114.41,884.4000000000001,2017.0,2.0,-2.692857142857143
53602.0,38.5,105.4,1561.4,2017.0,2.0,-1.4035714285714287
53603.0,38.5,106.22,1095.0,2017.0,2.0,-1.8964285714285716
53610.0,38.34,106.21,1106.2,2017.0,2.0,-1.5
53611.0,38.53,106.33,1098.7,2017.0,2.0,-2.3642857142857143
53612.0,37.59,106.11,1128.8,2017.0,2.0,0.45
53614.0,38.28,106.12,1110.9,2017.0,2.0,-0.36071428571428577
53615.0,38.48,106.42,1101.6000000000001,2017.0,2.0,-2.4535714285714287
53617.0,38.02,106.05,1118.0,2017.0,2.0,-0.6035714285714286
53618.0,38.17,106.15,1113.7,2017.0,2.0,-0.0892857142857143
53619.0,38.07,106.18,1115.9,2017.0,2.0,-1.2892857142857144
53644.0,38.36,108.5,1307.2,2017.0,2.0,-2.560714285714286
53646.0,38.16,109.47,1157.0,2017.0,2.0,-1.8142857142857143
53651.0,38.49,110.28,1098.0,2017.0,2.0,-2.2464285714285714
53658.0,38.02,110.29,894.4000000000001,2017.0,2.0,-0.7607142857142857
53659.0,37.58,111.0,1163.3,2017.0,2.0,-0.9142857142857143
53660.0,39.01,111.05,894.4000000000001,2017.0,2.0,-1.2464285714285714
53662.0,38.43,111.35,1396.7,2017.0,2.0,-4.15
53663.0,38.55,111.49,1401.0,2017.0,2.0,-5.253571428571429
53664.0,38.28,111.08,1012.6,2017.0,2.0,-1.2000000000000002
53665.0,38.17,111.39,1185.1000000000001,2017.0,2.0,-3.9214285714285717
53666.0,38.21,111.56,1212.2,2017.0,2.0,-3.2035714285714287
53669.0,38.05,111.48,1150.3,2017.0,2.0,-2.8000000000000003
53673.0,38.44,112.43,828.2,2017.0,2.0,-0.7785714285714286
53674.0,38.24,112.42,869.9000000000001,2017.0,2.0,-1.3071428571428572
53676.0,38.3,112.59,759.4000000000001,2017.0,2.0,-1.7571428571428573
53677.0,37.56,112.29,806.5,2017.0,2.0,-0.1785714285714286
53678.0,38.04,112.39,897.1,2017.0,2.0,-1.6821428571428574
53679.0,37.45,112.33,776.2,2017.0,2.0,0.1
53680.0,38.18,114.23,108.9,2017.0,2.0,3.532142857142857
53681.0,38.5,113.22,1096.2,2017.0,2.0,-4.257142857142857
53682.0,38.38,114.41,104.10000000000001,2017.0,2.0,1.5357142857142858
53685.0,38.04,113.25,953.2,2017.0,2.0,-0.47500000000000003
53687.0,37.47,113.38,753.0,2017.0,2.0,1.0071428571428571
53688.0,38.25,114.33,100.30000000000001,2017.0,2.0,2.392857142857143
53689.0,38.01,115.04,42.400000000000006,2017.0,2.0,3.7428571428571433
53690.0,38.51,114.11,281.90000000000003,2017.0,2.0,2.2785714285714285
53691.0,38.09,114.34,71.0,2017.0,2.0,4.275
53692.0,38.44,114.59,66.5,2017.0,2.0,2.992857142857143
53693.0,38.02,114.08,255.5,2017.0,2.0,2.6
53694.0,38.16,114.13,131.0,2017.0,2.0,2.9892857142857143
53695.0,38.21,114.41,70.8,2017.0,2.0,3.45
53696.0,38.33,115.01,41.900000000000006,2017.0,2.0,2.410714285714286
53697.0,38.02,114.5,53.5,2017.0,2.0,2.9214285714285717
53698.0,38.04,114.21,103.60000000000001,2017.0,2.0,3.5357142857142856
53699.0,38.11,114.57,45.400000000000006,2017.0,2.0,2.785714285714286
53704.0,37.32,105.11,1225.7,2017.0,2.0,-0.6571428571428571
53705.0,37.29,105.41,1183.4,2017.0,2.0,0.5285714285714286
53707.0,36.56,105.15,1697.9,2017.0,2.0,-1.8071428571428574
53723.0,37.48,107.23,1349.3000000000002,2017.0,2.0,-2.4642857142857144
53725.0,37.35,107.35,1360.3000000000002,2017.0,2.0,-1.4857142857142858
53727.0,37.1,107.07,1712.5,2017.0,2.0,-2.217857142857143
53730.0,38.11,107.29,1333.3000000000002,2017.0,2.0,-3.1571428571428575
53732.0,37.51,108.43,1209.9,2017.0,2.0,-4.203571428571428
53735.0,37.37,108.48,1336.7,2017.0,2.0,-0.817857142857143
53738.0,36.55,108.1,1331.4,2017.0,2.0,-2.2392857142857143
53740.0,37.56,109.14,1111.0,2017.0,2.0,-1.8892857142857142
53748.0,37.11,109.42,1063.3,2017.0,2.0,-0.4857142857142857
53750.0,37.46,110.11,931.0,2017.0,2.0,-0.9321428571428572
53751.0,37.36,110.03,894.6,2017.0,2.0,-0.9928571428571429
53753.0,37.26,110.53,860.1,2017.0,2.0,0.33571428571428574
53754.0,37.3,110.13,929.7,2017.0,2.0,-0.375
53756.0,37.31,110.43,744.0,2017.0,2.0,0.4714285714285715
53757.0,37.07,110.07,938.0,2017.0,2.0,-0.6964285714285715
53759.0,36.59,110.5,1109.1000000000001,2017.0,2.0,-0.29285714285714287
53760.0,37.53,111.14,1212.4,2017.0,2.0,-2.5035714285714286
53763.0,37.55,112.1,1006.8000000000001,2017.0,2.0,-0.6035714285714286
53764.0,37.3,111.06,950.8000000000001,2017.0,2.0,0.04642857142857143
53767.0,37.2,111.1,1213.1000000000001,2017.0,2.0,-1.567857142857143
53768.0,37.09,111.45,773.4000000000001,2017.0,2.0,1.7392857142857143
53769.0,37.15,111.47,747.7,2017.0,2.0,1.0035714285714288
53770.0,37.21,112.21,768.8000000000001,2017.0,2.0,1.35
53771.0,37.25,112.03,750.0,2017.0,2.0,1.0035714285714288
53772.0,37.37,112.35,776.3000000000001,2017.0,2.0,0.20357142857142857
53773.0,36.2,114.37,64.60000000000001,2017.0,2.0,3.303571428571429
53774.0,37.35,112.22,759.9000000000001,2017.0,2.0,0.4928571428571429
53775.0,37.25,112.36,785.8000000000001,2017.0,2.0,0.1285714285714286
53776.0,37.41,112.46,831.2,2017.0,2.0,-0.10357142857142859
53777.0,37.31,112.09,753.6,2017.0,2.0,0.49642857142857144
53778.0,37.1,112.13,780.3000000000001,2017.0,2.0,1.1392857142857142
53780.0,37.54,113.09,1066.1000000000001,2017.0,2.0,-2.7571428571428576
53781.0,36.52,114.28,67.9,2017.0,2.0,2.2035714285714287
53782.0,37.56,113.37,767.2,2017.0,2.0,0.7071428571428572
53783.0,37.36,113.43,940.3000000000001,2017.0,2.0,0.24285714285714285
53784.0,37.45,114.47,38.5,2017.0,2.0,2.5
53785.0,37.31,114.4,35.0,2017.0,2.0,1.7178571428571427
53786.0,37.05,113.2,1152.5,2017.0,2.0,-2.9142857142857146
53787.0,37.04,112.59,1041.4,2017.0,2.0,-1.125
53788.0,37.2,113.34,1265.7,2017.0,2.0,-2.6142857142857143
53789.0,37.53,114.38,52.900000000000006,2017.0,2.0,3.682142857142857
53790.0,37.38,114.36,44.5,2017.0,2.0,1.260714285714286
53791.0,37.48,114.3,68.4,2017.0,2.0,1.4642857142857144
53792.0,37.27,114.29,113.0,2017.0,2.0,2.7821428571428575
53794.0,37.21,114.45,33.1,2017.0,2.0,3.5178571428571432
53795.0,37.39,114.24,159.3,2017.0,2.0,3.2892857142857146
53796.0,37.37,114.53,30.6,2017.0,2.0,2.6071428571428577
53797.0,37.17,114.23,163.60000000000002,2017.0,2.0,1.9178571428571427
53798.0,37.11,114.22,183.0,2017.0,2.0,3.6285714285714286
53799.0,37.14,115.0,25.900000000000002,2017.0,2.0,2.435714285714286
53806.0,36.34,105.39,1854.2,2017.0,2.0,-1.2107142857142859
53810.0,36.58,105.54,1339.3000000000002,2017.0,2.0,0.225
53817.0,36.0,106.16,1753.0,2017.0,2.0,-1.3142857142857143
53821.0,36.34,107.18,1255.6000000000001,2017.0,2.0,-0.025
53829.0,35.59,107.54,1093.7,2017.0,2.0,0.43214285714285716
53832.0,36.46,108.46,1218.8,2017.0,2.0,-1.3964285714285714
53841.0,36.53,109.19,1068.3,2017.0,2.0,-1.1892857142857143
53845.0,36.35,109.27,1180.5,2017.0,2.0,0.13214285714285715
53848.0,36.16,109.21,1005.5,2017.0,2.0,-0.275
53850.0,36.53,110.11,804.9000000000001,2017.0,2.0,0.07500000000000001
53852.0,36.46,110.38,916.6,2017.0,2.0,-1.0321428571428573
53853.0,36.42,110.57,1052.7,2017.0,2.0,-0.7607142857142857
53854.0,36.35,110.04,804.8000000000001,2017.0,2.0,-0.43928571428571433
53856.0,36.28,110.45,765.9000000000001,2017.0,2.0,0.0642857142857143
53857.0,36.04,110.11,840.3000000000001,2017.0,2.0,0.625
53859.0,36.06,110.4,851.3000000000001,2017.0,2.0,0.5714285714285715
53860.0,36.59,111.1,1406.7,2017.0,2.0,-1.8714285714285717
53861.0,35.53,111.23,463.5,2017.0,2.0,3.6642857142857146
53862.0,36.51,111.48,811.7,2017.0,2.0,1.1142857142857143
53863.0,37.04,111.57,746.0,2017.0,2.0,2.428571428571429
53864.0,36.24,111.06,1030.6000000000001,2017.0,2.0,-1.0571428571428572
53865.0,36.39,111.33,1011.9000000000001,2017.0,2.0,1.6535714285714285
53866.0,36.14,111.4,462.8,2017.0,2.0,3.35
53868.0,36.04,111.3,449.5,2017.0,2.0,4.535714285714286
53869.0,36.35,111.42,550.0,2017.0,2.0,2.325
53871.0,36.51,112.52,1080.3,2017.0,2.0,0.29642857142857143
53872.0,36.46,112.41,960.7,2017.0,2.0,-0.5642857142857144
53873.0,36.06,112.52,951.1,2017.0,2.0,-0.49642857142857144
53874.0,36.15,111.54,648.7,2017.0,2.0,1.1464285714285714
53875.0,36.31,112.21,1000.0,2017.0,2.0,-1.075
53877.0,36.1,112.15,860.1,2017.0,2.0,-1.0964285714285713
53878.0,36.31,113.23,767.9000000000001,2017.0,2.0,1.1071428571428572
53879.0,36.19,112.53,952.3000000000001,2017.0,2.0,0.275
53880.0,36.2,113.14,947.6,2017.0,2.0,-0.10357142857142859
53881.0,37.17,106.29,1382.2,2017.0,2.0,-0.38571428571428573
53882.0,36.04,113.02,1046.9,2017.0,2.0,0.9464285714285714
53883.0,37.08,114.42,36.5,2017.0,2.0,2.7392857142857143
53884.0,36.31,113.02,877.9000000000001,2017.0,2.0,-0.06785714285714287
53885.0,36.07,113.12,1122.0,2017.0,2.0,0.18928571428571428
53886.0,36.34,113.4,470.40000000000003,2017.0,2.0,3.439285714285715
53888.0,36.12,113.26,1089.2,2017.0,2.0,-0.43928571428571433
53889.0,36.04,113.52,414.40000000000003,2017.0,2.0,4.071428571428572
53890.0,36.4,114.06,280.1,2017.0,2.0,4.167857142857144
53891.0,37.01,114.41,43.0,2017.0,2.0,2.9071428571428575
53892.0,36.37,114.28,66.60000000000001,2017.0,2.0,4.196428571428572
53893.0,36.47,115.0,37.9,2017.0,2.0,2.635714285714286
53894.0,36.24,114.12,149.3,2017.0,2.0,4.2785714285714285
53895.0,36.45,114.27,111.2,2017.0,2.0,4.142857142857143
53896.0,36.2,114.57,51.6,2017.0,2.0,3.35
53897.0,36.24,114.21,87.4,2017.0,2.0,3.7357142857142858
53898.0,36.03,114.08,194.8,2017.0,2.0,4.625
53899.0,36.29,114.58,48.5,2017.0,2.0,3.3357142857142854
53903.0,35.58,105.43,1916.5,2017.0,2.0,-3.010714285714286
53906.0,35.31,105.43,1656.4,2017.0,2.0,-0.9857142857142858
53908.0,35.13,105.14,1769.8000000000002,2017.0,2.0,-1.7107142857142859
53910.0,35.4,106.12,2841.2000000000003,2017.0,2.0,-5.817857142857143
53913.0,35.51,106.38,1478.8000000000002,2017.0,2.0,-1.2214285714285715
53914.0,35.37,106.07,2078.6,2017.0,2.0,-2.2821428571428575
53915.0,35.32,106.4,1467.6000000000001,2017.0,2.0,0.675
53916.0,35.3,106.19,1948.6000000000001,2017.0,2.0,-2.5071428571428576
53917.0,35.13,106.04,1631.0,2017.0,2.0,-0.08571428571428572
53923.0,35.44,107.38,1421.0,2017.0,2.0,1.6535714285714285
53924.0,35.04,107.37,966.6,2017.0,2.0,0.5428571428571429
53925.0,35.41,107.11,1172.5,2017.0,2.0,1.1928571428571428
53926.0,35.21,107.21,1028.8,2017.0,2.0,1.175
53927.0,35.12,106.37,1477.6000000000001,2017.0,2.0,-0.4892857142857143
53928.0,35.18,107.01,1149.1000000000001,2017.0,2.0,1.9535714285714285
53929.0,35.12,107.48,1206.5,2017.0,2.0,1.4892857142857143
53930.0,36.27,107.59,1420.0,2017.0,2.0,-1.0535714285714286
53931.0,36.0,109.22,984.0,2017.0,2.0,-0.7607142857142857
53934.0,35.47,107.59,1274.3000000000002,2017.0,2.0,0.6107142857142858
53935.0,35.29,108.24,1481.9,2017.0,2.0,0.6678571428571429
53937.0,35.32,107.53,1135.3,2017.0,2.0,1.2285714285714286
53938.0,35.1,108.18,1277.0,2017.0,2.0,0.42500000000000004
53941.0,35.11,109.35,804.4000000000001,2017.0,2.0,2.5285714285714285
53942.0,35.46,109.25,1155.9,2017.0,2.0,0.9607142857142859
53944.0,35.34,109.15,863.0,2017.0,2.0,1.7535714285714286
53945.0,35.26,109.04,1395.2,2017.0,2.0,1.3
53946.0,35.36,109.49,1091.0,2017.0,2.0,0.060714285714285714
53947.0,35.05,109.04,978.9000000000001,2017.0,2.0,1.6142857142857143
53948.0,34.57,109.35,499.20000000000005,2017.0,2.0,5.592857142857143
53949.0,35.11,109.55,679.1,2017.0,2.0,3.3928571428571432
53950.0,35.14,110.09,708.8000000000001,2017.0,2.0,4.067857142857143
53953.0,35.57,110.51,1290.0,2017.0,2.0,0.7535714285714286
53954.0,35.37,110.58,433.5,2017.0,2.0,4.442857142857143
53955.0,35.28,110.27,458.1,2017.0,2.0,4.796428571428572
53956.0,35.24,110.5,588.4,2017.0,2.0,3.85
53957.0,35.37,110.43,459.20000000000005,2017.0,2.0,5.082142857142857
53958.0,35.1,110.47,435.6,2017.0,2.0,4.696428571428572
53959.0,35.07,111.04,375.0,2017.0,2.0,4.0964285714285715
53961.0,35.39,111.29,472.6,2017.0,2.0,3.3428571428571434
53962.0,35.44,111.42,584.5,2017.0,2.0,3.428571428571429
53963.0,35.39,111.22,433.8,2017.0,2.0,3.6
53964.0,35.37,111.13,430.8,2017.0,2.0,4.385714285714285
53965.0,35.31,111.34,761.0,2017.0,2.0,2.3392857142857144
53966.0,35.59,111.5,817.2,2017.0,2.0,2.553571428571429
53967.0,35.2,111.12,468.3,2017.0,2.0,3.2035714285714287
53968.0,35.17,111.4,505.0,2017.0,2.0,3.871428571428572
53970.0,35.42,112.12,887.3000000000001,2017.0,2.0,1.1107142857142858
53972.0,35.03,112.54,117.5,2017.0,2.0,4.592857142857143
53973.0,35.46,112.57,837.3000000000001,2017.0,2.0,0.875
53974.0,35.37,114.14,70.4,2017.0,2.0,3.771428571428572
53975.0,35.29,112.24,659.5,2017.0,2.0,2.9000000000000004
53976.0,35.3,112.52,752.6,2017.0,2.0,2.5642857142857145
53978.0,35.05,112.38,140.1,2017.0,2.0,5.042857142857144
53979.0,35.09,113.05,120.0,2017.0,2.0,5.525
53980.0,36.33,114.48,50.2,2017.0,2.0,3.2071428571428573
53981.0,35.47,113.16,1311.6000000000001,2017.0,2.0,-0.6642857142857144
53982.0,35.14,113.16,112.0,2017.0,2.0,6.128571428571429
53983.0,35.02,114.25,69.60000000000001,2017.0,2.0,4.082142857142857
53984.0,35.14,113.28,82.7,2017.0,2.0,3.3607142857142858
53985.0,35.3,113.49,140.70000000000002,2017.0,2.0,4.021428571428571
53986.0,35.19,113.53,73.2,2017.0,2.0,5.025
53987.0,35.06,113.21,94.5,2017.0,2.0,4.714285714285714
53988.0,35.16,113.4,77.60000000000001,2017.0,2.0,4.2785714285714285
53989.0,35.05,113.59,75.9,2017.0,2.0,4.139285714285715
53990.0,35.43,114.19,79.7,2017.0,2.0,3.4142857142857146
53991.0,35.55,114.2,93.0,2017.0,2.0,3.725
53992.0,35.39,114.31,58.2,2017.0,2.0,3.7750000000000004
53993.0,35.56,114.55,51.6,2017.0,2.0,3.7607142857142857
53994.0,35.23,114.04,70.0,2017.0,2.0,4.817857142857143
53995.0,35.33,114.3,62.5,2017.0,2.0,4.3464285714285715
53996.0,36.27,114.39,57.900000000000006,2017.0,2.0,3.4250000000000003
53997.0,35.09,114.11,71.10000000000001,2017.0,2.0,4.746428571428572
53998.0,35.12,114.39,61.6,2017.0,2.0,5.4071428571428575
54012.0,44.34,117.38,1001.7,2017.0,2.0,-13.153571428571428
54024.0,44.27,119.18,710.0,2017.0,2.0,-9.007142857142858
54026.0,44.34,120.54,265.0,2017.0,2.0,-5.453571428571429
54027.0,43.59,119.24,486.20000000000005,2017.0,2.0,-6.103571428571429
54031.0,44.54,121.49,198.3,2017.0,2.0,-6.778571428571429
54039.0,44.02,122.01,181.60000000000002,2017.0,2.0,-6.3500000000000005
54041.0,44.48,123.04,150.0,2017.0,2.0,-7.5
54047.0,44.08,123.17,145.8,2017.0,2.0,-7.142857142857143
54049.0,44.15,123.58,188.9,2017.0,2.0,-7.246428571428571
54063.0,44.58,126.0,196.8,2017.0,2.0,-10.367857142857144
54064.0,44.23,125.09,170.20000000000002,2017.0,2.0,-9.428571428571429
54065.0,44.32,125.39,169.10000000000002,2017.0,2.0,-9.621428571428572
54069.0,44.07,125.48,173.60000000000002,2017.0,2.0,-9.917857142857144
54072.0,44.51,126.31,196.5,2017.0,2.0,-10.632142857142858
54076.0,44.23,126.56,268.1,2017.0,2.0,-9.982142857142858
54080.0,44.54,127.09,194.60000000000002,2017.0,2.0,-11.192857142857143
54092.0,44.36,129.24,292.1,2017.0,2.0,-10.871428571428572
54093.0,44.56,130.33,266.3,2017.0,2.0,-10.317857142857143
54094.0,44.3,129.4,305.7,2017.0,2.0,-9.685714285714287
54096.0,44.23,131.1,567.8000000000001,2017.0,2.0,-9.910714285714286
54098.0,44.2,129.28,267.90000000000003,2017.0,2.0,-11.15
54099.0,44.05,131.08,148.6,2017.0,2.0,-7.060714285714287
54102.0,43.57,116.07,1003.0,2017.0,2.0,-10.70357142857143
54113.0,43.32,118.39,621.4000000000001,2017.0,2.0,-6.692857142857143
54115.0,43.38,118.02,825.0,2017.0,2.0,-8.10357142857143
54117.0,43.15,117.32,1003.3000000000001,2017.0,2.0,-10.396428571428572
54122.0,43.52,120.02,428.90000000000003,2017.0,2.0,-6.392857142857143
54132.0,42.24,121.04,400.0,2017.0,2.0,-5.835714285714285
54134.0,43.36,121.17,241.0,2017.0,2.0,-6.285714285714286
54135.0,43.36,122.16,178.70000000000002,2017.0,2.0,-5.3500000000000005
54142.0,43.3,123.32,114.9,2017.0,2.0,-6.632142857142857
54154.0,43.21,124.18,160.20000000000002,2017.0,2.0,-6.796428571428571
54155.0,43.4,124.14,144.20000000000002,2017.0,2.0,-6.892857142857143
54156.0,43.31,124.48,200.4,2017.0,2.0,-7.192857142857143
54157.0,43.07,124.23,179.5,2017.0,2.0,-8.435714285714287
54161.0,43.54,125.13,236.8,2017.0,2.0,-7.667857142857144
54164.0,43.21,125.17,248.10000000000002,2017.0,2.0,-8.746428571428572
54165.0,43.33,125.38,219.5,2017.0,2.0,-8.985714285714286
54169.0,43.18,126.01,271.6,2017.0,2.0,-10.189285714285715
54171.0,43.42,126.31,229.5,2017.0,2.0,-9.485714285714286
54172.0,43.52,126.32,290.3,2017.0,2.0,-8.057142857142857
54175.0,43.25,126.37,537.0,2017.0,2.0,-9.635714285714286
54181.0,43.42,127.2,295.0,2017.0,2.0,-11.442857142857143
54186.0,43.22,128.12,524.9,2017.0,2.0,-9.946428571428571
54187.0,43.07,128.55,366.6,2017.0,2.0,-9.185714285714287
54192.0,43.42,130.16,384.6,2017.0,2.0,-11.107142857142858
54195.0,43.18,129.47,244.8,2017.0,2.0,-9.20357142857143
54204.0,42.18,115.0,1346.3000000000002,2017.0,2.0,-10.864285714285714
54205.0,42.14,116.0,1315.5,2017.0,2.0,-10.70357142857143
54208.0,42.12,116.28,1245.4,2017.0,2.0,-10.882142857142858
54213.0,42.56,119.01,634.3000000000001,2017.0,2.0,-5.607142857142858
54214.0,42.35,118.25,960.0,2017.0,2.0,-7.5321428571428575
54218.0,42.18,118.5,668.6,2017.0,2.0,-4.285714285714286
54223.0,42.51,120.39,362.90000000000003,2017.0,2.0,-5.592857142857143
54225.0,42.18,119.57,579.4,2017.0,2.0,-6.260714285714286
54226.0,42.2,120.42,400.5,2017.0,2.0,-4.807142857142857
54231.0,42.55,122.22,256.90000000000003,2017.0,2.0,-6.457142857142857
54234.0,42.44,121.45,297.8,2017.0,2.0,-5.060714285714286
54236.0,42.23,122.33,79.4,2017.0,2.0,-4.671428571428572
54237.0,42.04,121.45,167.8,2017.0,2.0,-4.767857142857143
54243.0,42.47,124.06,165.10000000000002,2017.0,2.0,-5.996428571428572
54244.0,42.44,123.21,118.60000000000001,2017.0,2.0,-4.696428571428572
54245.0,42.3,123.24,97.80000000000001,2017.0,2.0,-5.539285714285715
54248.0,42.02,123.32,61.6,2017.0,2.0,-5.228571428571429
54249.0,42.18,123.52,85.4,2017.0,2.0,-5.021428571428572
54252.0,42.44,124.44,196.10000000000002,2017.0,2.0,-10.62857142857143
54254.0,42.32,124.03,98.2,2017.0,2.0,-6.064285714285715
54259.0,42.04,124.52,224.0,2017.0,2.0,-9.160714285714286
54260.0,42.55,125.05,252.9,2017.0,2.0,-8.450000000000001
54261.0,42.4,125.28,345.3,2017.0,2.0,-10.95357142857143
54263.0,42.58,126.05,351.20000000000005,2017.0,2.0,-11.271428571428572
54266.0,42.32,125.38,340.5,2017.0,2.0,-8.242857142857144
54267.0,42.15,125.44,362.3,2017.0,2.0,-8.517857142857144
54273.0,42.59,126.45,263.3,2017.0,2.0,-11.360714285714288
54274.0,42.41,125.59,306.7,2017.0,2.0,-11.107142857142858
54276.0,42.24,126.48,570.0,2017.0,2.0,-11.517857142857144
54279.0,42.03,126.35,544.4,2017.0,2.0,-11.714285714285715
54284.0,42.09,127.3,774.2,2017.0,2.0,-10.064285714285715
54285.0,42.24,128.07,731.7,2017.0,2.0,-9.971428571428572
54286.0,42.32,129.0,475.6,2017.0,2.0,-7.4785714285714295
54290.0,42.46,129.24,241.10000000000002,2017.0,2.0,-6.9714285714285715
54291.0,42.54,130.17,36.5,2017.0,2.0,-4.871428571428572
54292.0,42.52,129.3,257.3,2017.0,2.0,-6.771428571428571
54293.0,42.57,129.5,142.8,2017.0,2.0,-5.978571428571429
54301.0,41.4,115.39,1411.2,2017.0,2.0,-12.8
54304.0,40.57,115.16,1239.8000000000002,2017.0,2.0,-8.439285714285715
54305.0,41.53,115.16,1468.9,2017.0,2.0,-10.77857142857143
54308.0,41.12,116.38,735.1,2017.0,2.0,-5.042857142857144
54311.0,41.58,117.46,892.7,2017.0,2.0,-7.957142857142857
54313.0,41.56,118.42,733.7,2017.0,2.0,-4.7214285714285715
54316.0,41.31,118.45,679.3000000000001,2017.0,2.0,-4.885714285714286
54318.0,41.19,117.44,561.6,2017.0,2.0,-5.314285714285715
54319.0,41.0,118.4,502.3,2017.0,2.0,-4.232142857142857
54320.0,41.36,119.18,544.2,2017.0,2.0,-5.146428571428572
54321.0,41.54,119.43,661.8000000000001,2017.0,2.0,-7.0964285714285715
54323.0,41.49,120.47,253.8,2017.0,2.0,-3.085714285714286
54324.0,41.33,120.26,174.3,2017.0,2.0,-2.5071428571428576
54325.0,41.11,120.22,183.8,2017.0,2.0,-3.542857142857143
54326.0,41.25,119.37,462.20000000000005,2017.0,2.0,-3.5142857142857147
54327.0,41.15,119.23,417.1,2017.0,2.0,-3.6357142857142857
54328.0,41.07,119.46,341.0,2017.0,2.0,-3.314285714285715
54330.0,41.08,121.2,45.2,2017.0,2.0,-2.8321428571428573
54331.0,41.36,121.45,113.60000000000001,2017.0,2.0,-2.7
54332.0,41.31,122.42,12.200000000000001,2017.0,2.0,-3.7678571428571432
54333.0,41.58,122.51,30.900000000000002,2017.0,2.0,-4.082142857142857
54334.0,41.31,121.15,74.2,2017.0,2.0,-3.689285714285715
54335.0,41.41,122.05,37.5,2017.0,2.0,-3.557142857142857
54336.0,41.25,122.26,8.3,2017.0,2.0,-3.292857142857143
54337.0,41.08,121.07,65.9,2017.0,2.0,-1.8142857142857143
54338.0,41.16,122.02,4.800000000000001,2017.0,2.0,-2.9071428571428575
54339.0,41.05,123.0,77.30000000000001,2017.0,2.0,-1.9285714285714286
54340.0,41.4,123.19,35.800000000000004,2017.0,2.0,-3.257142857142857
54342.0,41.44,123.31,49.0,2017.0,2.0,-4.942857142857143
54345.0,41.12,123.04,30.700000000000003,2017.0,2.0,-2.9571428571428573
54346.0,41.18,123.47,185.4,2017.0,2.0,-5.307142857142857
54347.0,41.15,123.11,24.8,2017.0,2.0,-3.3678571428571433
54348.0,41.25,123.22,45.0,2017.0,2.0,-4.739285714285715
54349.0,41.18,124.08,258.90000000000003,2017.0,2.0,-6.667857142857144
54351.0,41.55,124.04,118.5,2017.0,2.0,-7.482142857142858
54353.0,41.44,125.03,328.40000000000003,2017.0,2.0,-9.45357142857143
54362.0,41.4,125.44,380.1,2017.0,2.0,-11.0
54363.0,41.41,125.54,402.90000000000003,2017.0,2.0,-8.64642857142857
54365.0,41.17,125.21,245.5,2017.0,2.0,-7.2250000000000005
54371.0,41.56,126.26,520.6,2017.0,2.0,-10.442857142857143
54374.0,41.48,126.53,379.70000000000005,2017.0,2.0,-10.246428571428572
54377.0,41.09,126.13,225.10000000000002,2017.0,2.0,-7.828571428571429
54386.0,41.25,128.11,775.0,2017.0,2.0,-12.735714285714288
54398.0,40.08,116.37,28.6,2017.0,2.0,1.7357142857142858
54399.0,39.59,116.17,45.800000000000004,2017.0,2.0,1.7678571428571428
54401.0,40.46,114.55,772.8000000000001,2017.0,2.0,-3.3857142857142857
54404.0,40.53,115.5,867.6,2017.0,2.0,-6.1571428571428575
54405.0,40.25,115.3,570.9,2017.0,2.0,-1.8964285714285716
54406.0,40.27,115.58,487.90000000000003,2017.0,2.0,-2.0892857142857144
54408.0,40.23,115.13,529.6,2017.0,2.0,-0.9571428571428572
54410.0,40.36,116.08,1224.7,2017.0,2.0,-5.2214285714285715
54412.0,40.44,116.38,331.6,2017.0,2.0,-3.8214285714285716
54416.0,40.23,116.52,71.8,2017.0,2.0,-0.26785714285714285
54419.0,40.22,116.38,75.7,2017.0,2.0,0.37857142857142856
54420.0,40.56,117.2,529.0,2017.0,2.0,-4.3
54421.0,40.39,117.07,293.3,2017.0,2.0,-1.1964285714285714
54423.0,40.58,117.55,422.3,2017.0,2.0,-2.7
54424.0,40.1,117.07,32.1,2017.0,2.0,0.053571428571428575
54425.0,40.24,117.28,633.2,2017.0,2.0,-3.1500000000000004
54428.0,40.03,117.27,32.0,2017.0,2.0,0.7571428571428571
54429.0,40.12,117.57,54.900000000000006,2017.0,2.0,0.7000000000000001
54430.0,40.47,118.13,330.0,2017.0,2.0,-3.307142857142857
54431.0,39.51,116.45,19.8,2017.0,2.0,1.1535714285714287
54432.0,40.37,118.28,369.3,2017.0,2.0,-1.8071428571428574
54433.0,39.57,116.3,35.300000000000004,2017.0,2.0,2.467857142857143
54434.0,40.1,118.2,131.6,2017.0,2.0,-0.4035714285714286
54436.0,40.25,118.57,254.3,2017.0,2.0,-1.5821428571428573
54437.0,39.3,118.37,18.3,2017.0,2.0,-0.13571428571428573
54438.0,39.53,118.53,65.0,2017.0,2.0,0.09285714285714286
54439.0,40.01,118.43,50.900000000000006,2017.0,2.0,-0.007142857142857143
54449.0,39.51,119.31,2.4000000000000004,2017.0,2.0,-1.5750000000000002
54452.0,40.48,119.48,367.0,2017.0,2.0,-3.0571428571428574
54453.0,40.52,120.58,38.900000000000006,2017.0,2.0,-2.9000000000000004
54454.0,40.2,120.18,29.0,2017.0,2.0,-2.3285714285714287
54455.0,40.37,120.39,20.5,2017.0,2.0,-3.1107142857142858
54470.0,41.01,122.03,5.5,2017.0,2.0,-2.4142857142857146
54471.0,40.4,122.1,3.8000000000000003,2017.0,2.0,-2.4714285714285715
