区站号,纬度,经度,观测场拔海高度,年,月,日最高气温,日最低气温,温差
53505.0,37.53,105.24,1380.7,2017.0,5.0,263.0,106.0,198.0
53512.0,39.48,106.48,1105.6000000000001,2017.0,5.0,270.0,105.0,234.0
53513.0,40.44,107.22,1041.1000000000001,2017.0,5.0,269.0,106.0,229.0
53517.0,39.16,106.2,1464.5,2017.0,5.0,230.0,140.0,191.0
53518.0,39.02,106.21,1117.7,2017.0,5.0,271.0,146.0,241.0
53519.0,39.13,106.46,1092.5,2017.0,5.0,256.0,145.0,208.0
53522.0,40.03,107.5,1180.3,2017.0,5.0,245.0,95.0,206.0
53529.0,39.05,107.58,1381.4,2017.0,5.0,215.0,73.0,225.0
53533.0,39.49,108.43,1414.0,2017.0,5.0,217.0,103.0,191.0
53543.0,39.5,109.59,1461.9,2017.0,5.0,207.0,133.0,151.0
53545.0,39.34,109.43,1367.0,2017.0,5.0,208.0,113.0,182.0
53547.0,39.06,109.02,1312.2,2017.0,5.0,200.0,113.0,236.0
53553.0,39.52,111.13,1221.4,2017.0,5.0,223.0,125.0,201.0
53562.0,39.55,111.4,1208.0,2017.0,5.0,211.0,136.0,210.0
53564.0,39.22,111.13,1036.0,2017.0,5.0,216.0,122.0,230.0
53565.0,39.26,111.3,1051.7,2017.0,5.0,219.0,132.0,248.0
53567.0,39.01,111.0,1024.3,2017.0,5.0,245.0,127.0,222.0
53573.0,40.0,112.42,1336.3000000000002,2017.0,5.0,188.0,73.0,218.0
53574.0,39.31,112.16,1409.4,2017.0,5.0,199.0,124.0,206.0
53575.0,39.06,112.12,1525.4,2017.0,5.0,181.0,113.0,207.0
53576.0,39.3,112.49,1045.0,2017.0,5.0,223.0,132.0,237.0
53577.0,39.0,112.18,1437.4,2017.0,5.0,198.0,122.0,174.0
53578.0,39.22,112.26,1114.8,2017.0,5.0,213.0,105.0,254.0
53579.0,39.01,112.54,859.7,2017.0,5.0,245.0,116.0,251.0
53580.0,39.49,113.06,1044.6000000000001,2017.0,5.0,230.0,128.0,209.0
53582.0,39.43,113.4,1079.2,2017.0,5.0,252.0,113.0,244.0
53584.0,39.34,113.1,1000.7,2017.0,5.0,234.0,124.0,208.0
53585.0,39.1,113.16,933.9000000000001,2017.0,5.0,242.0,127.0,224.0
53588.0,38.57,113.31,2208.3,2017.0,5.0,146.0,67.0,134.0
53590.0,39.45,114.16,977.8000000000001,2017.0,5.0,250.0,102.0,249.0
53593.0,39.5,114.34,909.5,2017.0,5.0,265.0,105.0,215.0
53594.0,39.27,114.11,938.7,2017.0,5.0,242.0,71.0,247.0
53596.0,38.55,115.09,80.7,2017.0,5.0,269.0,105.0,224.0
53599.0,39.22,114.41,884.4000000000001,2017.0,5.0,230.0,53.0,254.0
53602.0,38.5,105.4,1561.4,2017.0,5.0,232.0,138.0,159.0
53603.0,38.5,106.22,1095.0,2017.0,5.0,259.0,138.0,205.0
53610.0,38.34,106.21,1106.2,2017.0,5.0,281.0,128.0,249.0
53611.0,38.53,106.33,1098.7,2017.0,5.0,260.0,149.0,233.0
53612.0,37.59,106.11,1128.8,2017.0,5.0,279.0,127.0,228.0
53614.0,38.28,106.12,1110.9,2017.0,5.0,265.0,140.0,226.0
53615.0,38.48,106.42,1101.6000000000001,2017.0,5.0,266.0,156.0,244.0
53617.0,38.02,106.05,1118.0,2017.0,5.0,276.0,110.0,253.0
53618.0,38.17,106.15,1113.7,2017.0,5.0,278.0,143.0,220.0
53619.0,38.07,106.18,1115.9,2017.0,5.0,284.0,115.0,265.0
53644.0,38.36,108.5,1307.2,2017.0,5.0,214.0,129.0,187.0
53646.0,38.16,109.47,1157.0,2017.0,5.0,220.0,136.0,207.0
53651.0,38.49,110.28,1098.0,2017.0,5.0,217.0,137.0,244.0
53658.0,38.02,110.29,894.4000000000001,2017.0,5.0,241.0,168.0,241.0
53659.0,37.58,111.0,1163.3,2017.0,5.0,247.0,133.0,215.0
53660.0,39.01,111.05,894.4000000000001,2017.0,5.0,227.0,131.0,231.0
53662.0,38.43,111.35,1396.7,2017.0,5.0,209.0,133.0,251.0
53663.0,38.55,111.49,1401.0,2017.0,5.0,212.0,124.0,220.0
53664.0,38.28,111.08,1012.6,2017.0,5.0,247.0,159.0,224.0
53665.0,38.17,111.39,1185.1000000000001,2017.0,5.0,222.0,106.0,285.0
53666.0,38.21,111.56,1212.2,2017.0,5.0,223.0,111.0,253.0
53669.0,38.05,111.48,1150.3,2017.0,5.0,225.0,124.0,256.0
53673.0,38.44,112.43,828.2,2017.0,5.0,242.0,133.0,217.0
53674.0,38.24,112.42,869.9000000000001,2017.0,5.0,243.0,113.0,221.0
53676.0,38.3,112.59,759.4000000000001,2017.0,5.0,252.0,116.0,243.0
53677.0,37.56,112.29,806.5,2017.0,5.0,259.0,136.0,219.0
53678.0,38.04,112.39,897.1,2017.0,5.0,251.0,111.0,260.0
53679.0,37.45,112.33,776.2,2017.0,5.0,269.0,138.0,259.0
53680.0,38.18,114.23,108.9,2017.0,5.0,263.0,144.0,168.0
53681.0,38.5,113.22,1096.2,2017.0,5.0,229.0,73.0,256.0
53682.0,38.38,114.41,104.10000000000001,2017.0,5.0,271.0,84.0,245.0
53685.0,38.04,113.25,953.2,2017.0,5.0,228.0,91.0,217.0
53687.0,37.47,113.38,753.0,2017.0,5.0,233.0,108.0,217.0
53688.0,38.25,114.33,100.30000000000001,2017.0,5.0,253.0,119.0,198.0
53689.0,38.01,115.04,42.400000000000006,2017.0,5.0,270.0,147.0,171.0
53690.0,38.51,114.11,281.90000000000003,2017.0,5.0,269.0,114.0,234.0
53691.0,38.09,114.34,71.0,2017.0,5.0,267.0,159.0,169.0
53692.0,38.44,114.59,66.5,2017.0,5.0,281.0,139.0,203.0
53693.0,38.02,114.08,255.5,2017.0,5.0,254.0,126.0,214.0
53694.0,38.16,114.13,131.0,2017.0,5.0,254.0,132.0,173.0
53695.0,38.21,114.41,70.8,2017.0,5.0,260.0,136.0,172.0
53696.0,38.33,115.01,41.900000000000006,2017.0,5.0,254.0,124.0,190.0
53697.0,38.02,114.5,53.5,2017.0,5.0,263.0,118.0,196.0
53698.0,38.04,114.21,103.60000000000001,2017.0,5.0,250.0,147.0,166.0
53699.0,38.11,114.57,45.400000000000006,2017.0,5.0,265.0,117.0,198.0
53704.0,37.32,105.11,1225.7,2017.0,5.0,271.0,84.0,236.0
53705.0,37.29,105.41,1183.4,2017.0,5.0,283.0,124.0,223.0
53707.0,36.56,105.15,1697.9,2017.0,5.0,260.0,87.0,208.0
53723.0,37.48,107.23,1349.3000000000002,2017.0,5.0,231.0,140.0,219.0
53725.0,37.35,107.35,1360.3000000000002,2017.0,5.0,225.0,142.0,204.0
53727.0,37.1,107.07,1712.5,2017.0,5.0,231.0,105.0,167.0
53730.0,38.11,107.29,1333.3000000000002,2017.0,5.0,237.0,110.0,206.0
53732.0,37.51,108.43,1209.9,2017.0,5.0,223.0,132.0,260.0
53735.0,37.37,108.48,1336.7,2017.0,5.0,215.0,125.0,188.0
53738.0,36.55,108.1,1331.4,2017.0,5.0,247.0,113.0,265.0
53740.0,37.56,109.14,1111.0,2017.0,5.0,218.0,151.0,241.0
53748.0,37.11,109.42,1063.3,2017.0,5.0,239.0,152.0,244.0
53750.0,37.46,110.11,931.0,2017.0,5.0,242.0,172.0,265.0
53751.0,37.36,110.03,894.6,2017.0,5.0,250.0,166.0,260.0
53753.0,37.26,110.53,860.1,2017.0,5.0,275.0,183.0,219.0
53754.0,37.3,110.13,929.7,2017.0,5.0,255.0,162.0,236.0
53756.0,37.31,110.43,744.0,2017.0,5.0,265.0,198.0,225.0
53757.0,37.07,110.07,938.0,2017.0,5.0,259.0,152.0,246.0
53759.0,36.59,110.5,1109.1000000000001,2017.0,5.0,243.0,151.0,213.0
53760.0,37.53,111.14,1212.4,2017.0,5.0,242.0,146.0,231.0
53763.0,37.55,112.1,1006.8000000000001,2017.0,5.0,209.0,108.0,241.0
53764.0,37.3,111.06,950.8000000000001,2017.0,5.0,248.0,158.0,227.0
53767.0,37.2,111.1,1213.1000000000001,2017.0,5.0,252.0,137.0,230.0
53768.0,37.09,111.45,773.4000000000001,2017.0,5.0,260.0,162.0,234.0
53769.0,37.15,111.47,747.7,2017.0,5.0,262.0,159.0,252.0
53770.0,37.21,112.21,768.8000000000001,2017.0,5.0,265.0,150.0,231.0
53771.0,37.25,112.03,750.0,2017.0,5.0,264.0,157.0,251.0
53772.0,37.37,112.35,776.3000000000001,2017.0,5.0,267.0,154.0,243.0
53773.0,36.2,114.37,64.60000000000001,2017.0,5.0,250.0,159.0,188.0
53774.0,37.35,112.22,759.9000000000001,2017.0,5.0,258.0,163.0,247.0
53775.0,37.25,112.36,785.8000000000001,2017.0,5.0,267.0,139.0,243.0
53776.0,37.41,112.46,831.2,2017.0,5.0,263.0,147.0,236.0
53777.0,37.31,112.09,753.6,2017.0,5.0,257.0,143.0,251.0
53778.0,37.1,112.13,780.3000000000001,2017.0,5.0,269.0,143.0,243.0
53780.0,37.54,113.09,1066.1000000000001,2017.0,5.0,221.0,81.0,254.0
53781.0,36.52,114.28,67.9,2017.0,5.0,242.0,133.0,206.0
53782.0,37.56,113.37,767.2,2017.0,5.0,226.0,111.0,218.0
53783.0,37.36,113.43,940.3000000000001,2017.0,5.0,234.0,90.0,227.0
53784.0,37.45,114.47,38.5,2017.0,5.0,257.0,151.0,200.0
53785.0,37.31,114.4,35.0,2017.0,5.0,252.0,120.0,214.0
53786.0,37.05,113.2,1152.5,2017.0,5.0,248.0,73.0,262.0
53787.0,37.04,112.59,1041.4,2017.0,5.0,264.0,98.0,251.0
53788.0,37.2,113.34,1265.7,2017.0,5.0,225.0,62.0,255.0
53789.0,37.53,114.38,52.900000000000006,2017.0,5.0,257.0,168.0,184.0
53790.0,37.38,114.36,44.5,2017.0,5.0,238.0,111.0,216.0
53791.0,37.48,114.3,68.4,2017.0,5.0,244.0,114.0,215.0
53792.0,37.27,114.29,113.0,2017.0,5.0,244.0,139.0,181.0
53794.0,37.21,114.45,33.1,2017.0,5.0,251.0,132.0,177.0
53795.0,37.39,114.24,159.3,2017.0,5.0,244.0,145.0,177.0
53796.0,37.37,114.53,30.6,2017.0,5.0,261.0,127.0,203.0
53797.0,37.17,114.23,163.60000000000002,2017.0,5.0,244.0,147.0,186.0
53798.0,37.11,114.22,183.0,2017.0,5.0,245.0,147.0,154.0
53799.0,37.14,115.0,25.900000000000002,2017.0,5.0,251.0,124.0,209.0
53806.0,36.34,105.39,1854.2,2017.0,5.0,247.0,79.0,170.0
53810.0,36.58,105.54,1339.3000000000002,2017.0,5.0,284.0,110.0,188.0
53817.0,36.0,106.16,1753.0,2017.0,5.0,244.0,75.0,191.0
53821.0,36.34,107.18,1255.6000000000001,2017.0,5.0,269.0,118.0,235.0
53829.0,35.59,107.54,1093.7,2017.0,5.0,282.0,98.0,260.0
53832.0,36.46,108.46,1218.8,2017.0,5.0,259.0,123.0,258.0
53841.0,36.53,109.19,1068.3,2017.0,5.0,248.0,133.0,267.0
53845.0,36.35,109.27,1180.5,2017.0,5.0,257.0,127.0,239.0
53848.0,36.16,109.21,1005.5,2017.0,5.0,269.0,108.0,276.0
53850.0,36.53,110.11,804.9000000000001,2017.0,5.0,272.0,153.0,260.0
53852.0,36.46,110.38,916.6,2017.0,5.0,274.0,160.0,258.0
53853.0,36.42,110.57,1052.7,2017.0,5.0,253.0,141.0,237.0
53854.0,36.35,110.04,804.8000000000001,2017.0,5.0,270.0,131.0,277.0
53856.0,36.28,110.45,765.9000000000001,2017.0,5.0,289.0,131.0,265.0
53857.0,36.04,110.11,840.3000000000001,2017.0,5.0,277.0,129.0,262.0
53859.0,36.06,110.4,851.3000000000001,2017.0,5.0,276.0,137.0,229.0
53860.0,36.59,111.1,1406.7,2017.0,5.0,207.0,103.0,214.0
53861.0,35.53,111.23,463.5,2017.0,5.0,297.0,176.0,206.0
53862.0,36.51,111.48,811.7,2017.0,5.0,258.0,151.0,244.0
53863.0,37.04,111.57,746.0,2017.0,5.0,263.0,148.0,235.0
53864.0,36.24,111.06,1030.6000000000001,2017.0,5.0,258.0,132.0,256.0
53865.0,36.39,111.33,1011.9000000000001,2017.0,5.0,257.0,149.0,154.0
53866.0,36.14,111.4,462.8,2017.0,5.0,296.0,191.0,224.0
53868.0,36.04,111.3,449.5,2017.0,5.0,291.0,207.0,191.0
53869.0,36.35,111.42,550.0,2017.0,5.0,299.0,182.0,216.0
53871.0,36.51,112.52,1080.3,2017.0,5.0,249.0,112.0,224.0
53872.0,36.46,112.41,960.7,2017.0,5.0,261.0,121.0,246.0
53873.0,36.06,112.52,951.1,2017.0,5.0,248.0,125.0,227.0
53874.0,36.15,111.54,648.7,2017.0,5.0,278.0,185.0,253.0
53875.0,36.31,112.21,1000.0,2017.0,5.0,260.0,124.0,243.0
53877.0,36.1,112.15,860.1,2017.0,5.0,268.0,133.0,268.0
53878.0,36.31,113.23,767.9000000000001,2017.0,5.0,248.0,138.0,228.0
53879.0,36.19,112.53,952.3000000000001,2017.0,5.0,260.0,133.0,207.0
53880.0,36.2,113.14,947.6,2017.0,5.0,253.0,126.0,227.0
53881.0,37.17,106.29,1382.2,2017.0,5.0,270.0,103.0,192.0
53882.0,36.04,113.02,1046.9,2017.0,5.0,248.0,141.0,184.0
53883.0,37.08,114.42,36.5,2017.0,5.0,254.0,132.0,194.0
53884.0,36.31,113.02,877.9000000000001,2017.0,5.0,255.0,132.0,240.0
53885.0,36.07,113.12,1122.0,2017.0,5.0,257.0,120.0,192.0
53886.0,36.34,113.4,470.40000000000003,2017.0,5.0,273.0,154.0,203.0
53888.0,36.12,113.26,1089.2,2017.0,5.0,239.0,105.0,214.0
53889.0,36.04,113.52,414.40000000000003,2017.0,5.0,270.0,172.0,192.0
53890.0,36.4,114.06,280.1,2017.0,5.0,254.0,161.0,166.0
53891.0,37.01,114.41,43.0,2017.0,5.0,239.0,130.0,194.0
53892.0,36.37,114.28,66.60000000000001,2017.0,5.0,244.0,167.0,182.0
53893.0,36.47,115.0,37.9,2017.0,5.0,254.0,126.0,207.0
53894.0,36.24,114.12,149.3,2017.0,5.0,260.0,178.0,160.0
53895.0,36.45,114.27,111.2,2017.0,5.0,244.0,154.0,164.0
53896.0,36.2,114.57,51.6,2017.0,5.0,257.0,151.0,192.0
53897.0,36.24,114.21,87.4,2017.0,5.0,265.0,164.0,191.0
53898.0,36.03,114.08,194.8,2017.0,5.0,253.0,175.0,170.0
53899.0,36.29,114.58,48.5,2017.0,5.0,255.0,142.0,192.0
53903.0,35.58,105.43,1916.5,2017.0,5.0,228.0,21.0,240.0
53906.0,35.31,105.43,1656.4,2017.0,5.0,245.0,40.0,256.0
53908.0,35.13,105.14,1769.8000000000002,2017.0,5.0,230.0,28.0,252.0
53910.0,35.4,106.12,2841.2000000000003,2017.0,5.0,151.0,49.0,122.0
53913.0,35.51,106.38,1478.8000000000002,2017.0,5.0,250.0,52.0,264.0
53914.0,35.37,106.07,2078.6,2017.0,5.0,221.0,68.0,193.0
53915.0,35.32,106.4,1467.6000000000001,2017.0,5.0,248.0,85.0,207.0
53916.0,35.3,106.19,1948.6000000000001,2017.0,5.0,205.0,64.0,184.0
53917.0,35.13,106.04,1631.0,2017.0,5.0,254.0,66.0,236.0
53923.0,35.44,107.38,1421.0,2017.0,5.0,244.0,128.0,163.0
53924.0,35.04,107.37,966.6,2017.0,5.0,282.0,56.0,296.0
53925.0,35.41,107.11,1172.0,2017.0,5.0,275.0,91.0,240.0
53926.0,35.21,107.21,1028.8,2017.0,5.0,288.0,71.0,286.0
53927.0,35.12,106.37,1477.6000000000001,2017.0,5.0,244.0,56.0,257.0
53928.0,35.18,107.01,1149.1000000000001,2017.0,5.0,272.0,87.0,256.0
53929.0,35.12,107.48,1206.5,2017.0,5.0,257.0,76.0,236.0
53930.0,36.27,107.59,1420.0,2017.0,5.0,257.0,107.0,240.0
53931.0,36.0,109.22,984.0,2017.0,5.0,269.0,109.0,303.0
53934.0,35.47,107.59,1274.3000000000002,2017.0,5.0,261.0,101.0,236.0
53935.0,35.29,108.24,1481.9,2017.0,5.0,240.0,133.0,185.0
53937.0,35.32,107.53,1135.3,2017.0,5.0,265.0,103.0,238.0
53938.0,35.1,108.18,1277.0,2017.0,5.0,252.0,96.0,221.0
53941.0,35.11,109.35,804.4000000000001,2017.0,5.0,282.0,157.0,200.0
53942.0,35.46,109.25,1155.9,2017.0,5.0,259.0,139.0,238.0
53944.0,35.34,109.15,863.0,2017.0,5.0,271.0,129.0,256.0
53945.0,35.26,109.04,1395.2,2017.0,5.0,228.0,141.0,155.0
53946.0,35.36,109.49,1091.0,2017.0,5.0,259.0,107.0,246.0
53947.0,35.05,109.04,978.9000000000001,2017.0,5.0,263.0,155.0,196.0
53948.0,34.57,109.35,499.20000000000005,2017.0,5.0,304.0,191.0,169.0
53949.0,35.11,109.55,679.1,2017.0,5.0,292.0,180.0,184.0
53950.0,35.14,110.09,708.8000000000001,2017.0,5.0,284.0,182.0,165.0
53953.0,35.57,110.51,1290.0,2017.0,5.0,234.0,151.0,152.0
53954.0,35.37,110.58,433.5,2017.0,5.0,304.0,181.0,214.0
53955.0,35.28,110.27,458.1,2017.0,5.0,302.0,177.0,181.0
53956.0,35.24,110.5,588.4,2017.0,5.0,294.0,158.0,190.0
53957.0,35.37,110.43,459.20000000000005,2017.0,5.0,299.0,186.0,187.0
53958.0,35.1,110.47,435.6,2017.0,5.0,297.0,178.0,194.0
53959.0,35.07,111.04,375.0,2017.0,5.0,302.0,164.0,214.0
53961.0,35.39,111.29,472.6,2017.0,5.0,296.0,167.0,204.0
53962.0,35.44,111.42,584.5,2017.0,5.0,285.0,192.0,172.0
53963.0,35.39,111.22,433.8,2017.0,5.0,294.0,159.0,204.0
53964.0,35.37,111.13,430.8,2017.0,5.0,306.0,187.0,206.0
53965.0,35.31,111.34,761.0,2017.0,5.0,262.0,170.0,183.0
53966.0,35.59,111.5,817.2,2017.0,5.0,268.0,186.0,182.0
53967.0,35.2,111.12,468.3,2017.0,5.0,284.0,130.0,233.0
53968.0,35.17,111.4,505.0,2017.0,5.0,269.0,144.0,226.0
53970.0,35.42,112.12,887.3000000000001,2017.0,5.0,242.0,118.0,229.0
53972.0,35.03,112.54,117.5,2017.0,5.0,275.0,187.0,232.0
53973.0,35.46,112.57,837.3000000000001,2017.0,5.0,265.0,150.0,238.0
53974.0,35.37,114.14,70.4,2017.0,5.0,256.0,192.0,194.0
53975.0,35.29,112.24,659.5,2017.0,5.0,262.0,143.0,226.0
53976.0,35.3,112.52,752.6,2017.0,5.0,254.0,163.0,203.0
53978.0,35.05,112.38,140.1,2017.0,5.0,268.0,182.0,225.0
53979.0,35.09,113.05,120.0,2017.0,5.0,276.0,170.0,196.0
53980.0,36.33,114.48,50.2,2017.0,5.0,249.0,152.0,196.0
53981.0,35.47,113.16,1311.6000000000001,2017.0,5.0,217.0,122.0,180.0
53982.0,35.14,113.16,112.0,2017.0,5.0,295.0,199.0,172.0
53983.0,35.02,114.25,69.60000000000001,2017.0,5.0,262.0,176.0,200.0
53984.0,35.14,113.28,82.7,2017.0,5.0,281.0,191.0,246.0
53985.0,35.3,113.49,140.70000000000002,2017.0,5.0,296.0,201.0,207.0
53986.0,35.19,113.53,73.2,2017.0,5.0,271.0,197.0,189.0
53987.0,35.06,113.21,94.5,2017.0,5.0,270.0,200.0,197.0
53988.0,35.16,113.4,77.60000000000001,2017.0,5.0,281.0,184.0,212.0
53989.0,35.05,113.59,75.9,2017.0,5.0,252.0,164.0,204.0
53990.0,35.43,114.19,79.7,2017.0,5.0,251.0,177.0,203.0
53991.0,35.55,114.2,93.0,2017.0,5.0,257.0,177.0,196.0
53992.0,35.39,114.31,58.2,2017.0,5.0,252.0,162.0,202.0
53993.0,35.56,114.55,51.6,2017.0,5.0,253.0,159.0,205.0
53994.0,35.23,114.04,70.0,2017.0,5.0,264.0,202.0,183.0
53995.0,35.33,114.3,62.5,2017.0,5.0,263.0,178.0,189.0
53996.0,36.27,114.39,57.900000000000006,2017.0,5.0,253.0,155.0,196.0
53997.0,35.09,114.11,71.10000000000001,2017.0,5.0,265.0,181.0,179.0
53998.0,35.12,114.39,61.6,2017.0,5.0,260.0,168.0,181.0
54012.0,44.34,117.38,1001.7,2017.0,5.0,259.0,-16.0,293.0
54024.0,44.27,119.18,710.0,2017.0,5.0,264.0,21.0,249.0
54026.0,44.34,120.54,265.0,2017.0,5.0,270.0,73.0,234.0
54027.0,43.59,119.24,486.20000000000005,2017.0,5.0,275.0,34.0,248.0
54031.0,44.54,121.49,198.3,2017.0,5.0,276.0,43.0,259.0
54039.0,44.02,122.01,181.60000000000002,2017.0,5.0,275.0,55.0,243.0
54041.0,44.48,123.04,150.0,2017.0,5.0,275.0,50.0,243.0
54047.0,44.08,123.17,145.8,2017.0,5.0,268.0,54.0,246.0
54049.0,44.15,123.58,188.9,2017.0,5.0,256.0,87.0,223.0
54063.0,44.58,126.0,196.8,2017.0,5.0,248.0,25.0,223.0
54064.0,44.23,125.09,170.20000000000002,2017.0,5.0,260.0,-3.0,263.0
54065.0,44.32,125.39,169.10000000000002,2017.0,5.0,252.0,7.0,245.0
54069.0,44.07,125.48,173.60000000000002,2017.0,5.0,235.0,10.0,225.0
54072.0,44.51,126.31,196.5,2017.0,5.0,243.0,18.0,225.0
54076.0,44.23,126.56,268.1,2017.0,5.0,224.0,5.0,219.0
54080.0,44.54,127.09,194.60000000000002,2017.0,5.0,221.0,11.0,210.0
54092.0,44.36,129.24,292.1,2017.0,5.0,211.0,-7.0,277.0
54093.0,44.56,130.33,266.3,2017.0,5.0,206.0,-10.0,266.0
54094.0,44.3,129.4,305.7,2017.0,5.0,215.0,14.0,252.0
54096.0,44.23,131.1,567.8000000000001,2017.0,5.0,176.0,38.0,221.0
54098.0,44.2,129.28,267.90000000000003,2017.0,5.0,212.0,4.0,250.0
54099.0,44.05,131.08,148.6,2017.0,5.0,220.0,50.0,249.0
54102.0,43.57,116.07,1003.0,2017.0,5.0,266.0,54.0,246.0
54113.0,43.32,118.39,621.4000000000001,2017.0,5.0,267.0,40.0,248.0
54115.0,43.38,118.02,825.0,2017.0,5.0,266.0,8.0,259.0
54117.0,43.15,117.32,1003.3000000000001,2017.0,5.0,271.0,-5.0,276.0
54122.0,43.52,120.02,428.90000000000003,2017.0,5.0,273.0,66.0,220.0
54132.0,42.24,121.04,400.0,2017.0,5.0,265.0,53.0,269.0
54134.0,43.36,121.17,241.0,2017.0,5.0,277.0,70.0,233.0
54135.0,43.36,122.16,178.70000000000002,2017.0,5.0,266.0,85.0,232.0
54142.0,43.3,123.32,114.9,2017.0,5.0,259.0,14.0,245.0
54154.0,43.21,124.18,160.20000000000002,2017.0,5.0,251.0,32.0,219.0
54155.0,43.4,124.14,144.20000000000002,2017.0,5.0,257.0,29.0,228.0
54156.0,43.31,124.48,200.4,2017.0,5.0,249.0,28.0,221.0
54157.0,43.07,124.23,179.5,2017.0,5.0,253.0,3.0,250.0
54161.0,43.54,125.13,236.8,2017.0,5.0,248.0,22.0,226.0
54164.0,43.21,125.17,248.10000000000002,2017.0,5.0,243.0,21.0,222.0
54165.0,43.33,125.38,219.5,2017.0,5.0,244.0,16.0,228.0
54169.0,43.18,126.01,271.6,2017.0,5.0,234.0,5.0,232.0
54171.0,43.42,126.31,229.5,2017.0,5.0,236.0,8.0,248.0
54172.0,43.52,126.32,290.3,2017.0,5.0,233.0,44.0,189.0
54175.0,43.25,126.37,537.0,2017.0,5.0,210.0,18.0,199.0
54181.0,43.42,127.2,295.0,2017.0,5.0,211.0,7.0,258.0
54186.0,43.22,128.12,524.9,2017.0,5.0,200.0,4.0,267.0
54187.0,43.07,128.55,366.6,2017.0,5.0,206.0,-2.0,288.0
54192.0,43.42,130.16,384.6,2017.0,5.0,208.0,-17.0,294.0
54195.0,43.18,129.47,244.8,2017.0,5.0,222.0,4.0,270.0
54204.0,42.18,115.0,1346.3000000000002,2017.0,5.0,242.0,37.0,234.0
54205.0,42.14,116.0,1315.5,2017.0,5.0,241.0,51.0,196.0
54208.0,42.12,116.28,1245.4,2017.0,5.0,249.0,20.0,247.0
54213.0,42.56,119.01,634.3000000000001,2017.0,5.0,281.0,44.0,237.0
54214.0,42.35,118.25,960.0,2017.0,5.0,263.0,29.0,267.0
54218.0,42.18,118.5,668.6,2017.0,5.0,279.0,65.0,225.0
54223.0,42.51,120.39,362.90000000000003,2017.0,5.0,294.0,82.0,236.0
54225.0,42.18,119.57,579.4,2017.0,5.0,277.0,46.0,251.0
54226.0,42.2,120.42,400.5,2017.0,5.0,268.0,33.0,255.0
54231.0,42.55,122.22,256.90000000000003,2017.0,5.0,254.0,36.0,243.0
54234.0,42.44,121.45,297.8,2017.0,5.0,267.0,89.0,218.0
54236.0,42.23,122.33,79.4,2017.0,5.0,264.0,22.0,242.0
54237.0,42.04,121.45,167.8,2017.0,5.0,270.0,36.0,251.0
54243.0,42.47,124.06,165.10000000000002,2017.0,5.0,253.0,63.0,206.0
54244.0,42.49,123.21,87.0,2017.0,5.0,260.0,0.0,260.0
54245.0,42.3,123.24,97.80000000000001,2017.0,5.0,256.0,27.0,242.0
54248.0,42.02,123.32,61.6,2017.0,5.0,267.0,44.0,223.0
54249.0,42.18,123.52,85.4,2017.0,5.0,272.0,54.0,218.0
54252.0,42.44,124.44,196.10000000000002,2017.0,5.0,256.0,-9.0,272.0
54254.0,42.32,124.03,98.2,2017.0,5.0,262.0,32.0,230.0
54259.0,42.04,124.52,224.0,2017.0,5.0,256.0,8.0,258.0
54260.0,42.55,125.05,252.9,2017.0,5.0,248.0,7.0,241.0
54261.0,42.4,125.28,345.3,2017.0,5.0,225.0,-13.0,272.0
54263.0,42.58,126.05,351.20000000000005,2017.0,5.0,221.0,-2.0,258.0
54266.0,42.32,125.38,340.5,2017.0,5.0,224.0,27.0,213.0
54267.0,42.15,125.44,362.3,2017.0,5.0,231.0,21.0,232.0
54273.0,42.59,126.45,263.3,2017.0,5.0,214.0,7.0,264.0
54274.0,42.41,125.59,306.7,2017.0,5.0,219.0,8.0,238.0
54276.0,42.24,126.48,570.0,2017.0,5.0,220.0,-23.0,284.0
54279.0,42.03,126.35,544.4,2017.0,5.0,227.0,-8.0,260.0
54284.0,42.09,127.3,774.2,2017.0,5.0,190.0,-15.0,225.0
54285.0,42.24,128.07,731.7,2017.0,5.0,199.0,-9.0,284.0
54286.0,42.32,129.0,475.6,2017.0,5.0,217.0,17.0,250.0
54287.0,42.01,128.05,2623.0,2017.0,5.0,2.0,-96.0,127.0
54290.0,42.46,129.24,241.10000000000002,2017.0,5.0,226.0,48.0,263.0
54291.0,42.54,130.17,36.5,2017.0,5.0,243.0,70.0,241.0
54292.0,42.52,129.3,257.3,2017.0,5.0,218.0,57.0,241.0
54293.0,42.57,129.5,142.8,2017.0,5.0,226.0,59.0,240.0
54301.0,41.4,115.39,1411.2,2017.0,5.0,231.0,54.0,237.0
54304.0,40.57,115.16,1239.8000000000002,2017.0,5.0,228.0,37.0,238.0
54305.0,41.53,115.16,1468.9,2017.0,5.0,218.0,35.0,195.0
54308.0,41.12,116.38,735.1,2017.0,5.0,248.0,62.0,253.0
54311.0,41.58,117.46,892.7,2017.0,5.0,255.0,14.0,259.0
54313.0,41.56,118.42,733.7,2017.0,5.0,272.0,62.0,222.0
54316.0,41.31,118.45,679.3000000000001,2017.0,5.0,263.0,49.0,245.0
54318.0,41.19,117.44,561.6,2017.0,5.0,274.0,74.0,288.0
54319.0,41.0,118.4,502.3,2017.0,5.0,271.0,58.0,266.0
54320.0,41.36,119.18,544.2,2017.0,5.0,280.0,71.0,267.0
54321.0,41.54,119.43,661.8000000000001,2017.0,5.0,269.0,26.0,284.0
